제조사,모델명,모델번호,모델_네트워크타입,통신사,요금제,월요금제,기기변경지원금,번호이동지원금,공시일,섹션
기타,[5G] G34-5G,XT2363-3K,5G,KT,5G 슬림 7GB,45000,184000,184000,2025-03-25,B01
기타,[5G] G34-5G,XT2363-3K,5G,LG,,,,,,B01
기타,[5G] G34-5G,XT2363-3K,5G,SK,,,,,,C01
기타,[5G] G34-5G,XT2363-3K,5G,KT,5G 슬림 21GB,58000,184000,184000,2025-03-25,C01
기타,[5G] G34-5G,XT2363-3K,5G,LG,,,,,,C01
기타,[5G] G34-5G,XT2363-3K,5G,SK,,,,,,D01
기타,[5G] G34-5G,XT2363-3K,5G,KT,5G 심플 70GB,65000,184000,184000,2025-03-25,D01
기타,[5G] G34-5G,XT2363-3K,5G,LG,,,,,,D01
기타,[5G] G34-5G,XT2363-3K,5G,SK,,,,,,E01
기타,[5G] G34-5G,XT2363-3K,5G,KT,5G 심플 110GB,69000,184000,184000,2025-03-25,E01
기타,[5G] G34-5G,XT2363-3K,5G,LG,,,,,,E01
기타,[5G] G34-5G,XT2363-3K,5G,SK,,,,,,F01
기타,[5G] G34-5G,XT2363-3K,5G,KT,초이스 스페셜,110000,184000,184000,2025-03-25,F01
기타,[5G] G34-5G,XT2363-3K,5G,LG,,,,,,F01
기타,[5G] G34-5G,XT2363-3K,5G,SK,,,,,,G01
기타,[5G] G34-5G,XT2363-3K,5G,KT,초이스 프리미엄,130000,184000,184000,2025-03-25,G01
기타,[5G] G34-5G,XT2363-3K,5G,LG,,,,,,G01
기타,[LTE] 클래식 폴더,Z2339K,LTE,SK,,,,,,A01
기타,[LTE] 클래식 폴더,Z2339K,LTE,KT,LTE 베이직,33000,60000,60000,2025-03-25,A01
기타,[LTE] 클래식 폴더,Z2339K,LTE,LG,,,,,,A01
기타,[LTE] 클래식 폴더,Z2339K,LTE,SK,,,,,,B01
기타,[LTE] 클래식 폴더,Z2339K,LTE,KT,LTE 베이직 플러스,44000,78000,78000,2025-03-25,B01
기타,[LTE] 클래식 폴더,Z2339K,LTE,LG,,,,,,B01
기타,[LTE] 클래식 폴더,Z2339K,LTE,SK,,,,,,C01
기타,[LTE] 클래식 폴더,Z2339K,LTE,KT,데이터ON 톡 플러스,49000,89000,89000,2025-03-25,C01
기타,[LTE] 클래식 폴더,Z2339K,LTE,LG,,,,,,C01
기타,[LTE] 클래식 폴더,Z2339K,LTE,SK,,,,,,D01
기타,[LTE] 클래식 폴더,Z2339K,LTE,KT,데이터ON 비디오 플러스,69000,127000,127000,2025-03-25,D01
기타,[LTE] 클래식 폴더,Z2339K,LTE,LG,,,,,,D01
기타,[LTE] 클래식 폴더,Z2339K,LTE,SK,,,,,,E01
기타,[LTE] 클래식 폴더,Z2339K,LTE,KT,,,,,,E01
기타,[LTE] 클래식 폴더,Z2339K,LTE,LG,,,,,,E01
기타,[LTE] 클래식 폴더,Z2339K,LTE,SK,,,,,,F01
기타,[LTE] 클래식 폴더,Z2339K,LTE,KT,데이터ON 프리미엄,89000,150000,150000,2025-03-25,F01
기타,[LTE] 클래식 폴더,Z2339K,LTE,LG,,,,,,F01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,SK,컴팩트,39000,125000,125000,2025-01-22,A01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,KT,5G 슬림 4GB,37000,69000,69000,2025-01-22,A01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,LG,5G 미니,37000,193000,193000,2025-01-22,A01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,SK,컴팩트플러스,45000,125000,125000,2025-01-22,B01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,KT,5G 슬림 7GB,45000,85000,85000,2025-01-22,B01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,LG,5G 슬림+,47000,245000,245000,2025-01-22,B01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,SK,베이직플러스,59000,125000,125000,2025-01-22,C01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,KT,5G 슬림 21GB,58000,107000,107000,2025-01-22,C01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,LG,5G 베이직+,59000,286000,286000,2025-01-22,C01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,SK,베이직플러스 50GB업,66000,125000,125000,2025-01-22,D01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,KT,5G 심플 70GB,65000,119000,119000,2025-01-22,D01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,LG,5G 데이터 플러스,66000,286000,286000,2025-01-22,D01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,SK,5GX 레귤러 플러스,79000,125000,125000,2025-01-22,E01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,KT,5G 심플 110GB,69000,127000,127000,2025-01-22,E01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,LG,5G 스탠다드,75000,286000,286000,2025-01-22,E01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,SK,5GX 프리미엄,109000,125000,125000,2025-01-22,F01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,KT,초이스 스페셜,110000,201000,201000,2025-01-22,F01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,LG,5G 프리미어 플러스,105000,286000,286000,2025-01-22,F01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,SK,5GX 플래티넘,125000,125000,125000,2025-01-22,G01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,KT,초이스 프리미엄,130000,240000,240000,2025-01-22,G01
기타,[5G] 샤오미 레드미 노트14 프로 5G,X-RN14P,5G,LG,5G 시그니처,130000,286000,286000,2025-01-22,G01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,SK,,,,,,A01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,KT,5G 슬림 4GB,37000,295000,295000,2025-01-22,A01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,LG,,,,,,A01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,SK,,,,,,B01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,KT,5G 슬림 7GB,45000,325000,325000,2025-01-22,B01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,LG,,,,,,B01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,SK,,,,,,C01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,KT,5G 슬림 21GB,58000,367000,367000,2025-01-22,C01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,LG,,,,,,C01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,SK,,,,,,D01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,KT,5G 심플 70GB,65000,391000,391000,2025-01-22,D01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,LG,,,,,,D01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,SK,,,,,,E01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,KT,5G 심플 110GB,69000,406000,406000,2025-01-22,E01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,LG,,,,,,E01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,SK,,,,,,F01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,KT,초이스 스페셜,110000,435000,435000,2025-01-22,F01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,LG,,,,,,F01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,SK,,,,,,G01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,KT,초이스 프리미엄,130000,435000,435000,2025-01-22,G01
기타,[5G] 샤오미 레드미 노트14 프로 5G 512,MI-RMN14P5GK512,5G,LG,,,,,,G01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,SK,T플랜 세이브,33000,170000,170000,2024-12-27,A01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,KT,,,,,,A01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,LG,,,,,,A01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,SK,T플랜 안심2.5G,43000,186000,186000,2024-12-27,B01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,KT,,,,,,B01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,LG,,,,,,B01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,SK,T플랜 안심4G,50000,201000,201000,2024-12-27,C01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,KT,,,,,,C01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,LG,,,,,,C01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,SK,T플랜 에센스,69000,220000,220000,2024-12-27,D01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,KT,,,,,,D01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,LG,,,,,,D01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,SK,T플랜 스페셜,79000,220000,220000,2024-12-27,E01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,KT,,,,,,E01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,LG,,,,,,E01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,SK,T플랜 맥스,100000,220000,220000,2024-12-27,F01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,KT,,,,,,F01
기타,[LTE] ZEM폰 포켓몬에디션3,AT-M150S,LTE,LG,,,,,,F01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,SK,T플랜 세이브,33000,125000,125000,2024-10-18,A01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,KT,LTE 베이직,33000,190000,190000,2024-10-18,A01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,LG,LTE 데이터 33,33000,131000,131000,2024-10-18,A01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,SK,T플랜 안심2.5G,43000,125000,125000,2024-10-18,B01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,KT,LTE 베이직 플러스,44000,190000,190000,2024-10-18,B01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,LG,추가 요금 걱정 없는 데이터 44,44000,131000,131000,2024-10-18,B01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,SK,T플랜 안심4G,50000,125000,125000,2024-10-18,C01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,KT,데이터ON 톡 플러스,49000,190000,190000,2024-10-18,C01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,LG,추가 요금 걱정 없는 데이터 49,49000,131000,131000,2024-10-18,C01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,SK,T플랜 에센스,69000,125000,125000,2024-10-18,D01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,KT,데이터ON 비디오 플러스,69000,190000,190000,2024-10-18,D01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,LG,추가 요금 걱정 없는 데이터 69,69000,131000,131000,2024-10-18,D01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,SK,T플랜 스페셜,79000,125000,125000,2024-10-18,E01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,KT,,,,,,E01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,LG,LTE 프리미어 에센셜,85000,131000,131000,2024-10-18,E01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,SK,T플랜 맥스,100000,125000,125000,2024-10-18,F01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,KT,데이터ON 프리미엄,89000,190000,190000,2024-10-18,F01
기타,[LTE] 샤오미 레드미 노트 14C,X-RN14C,LTE,LG,LTE 프리미어 플러스,105000,131000,131000,2024-10-18,F01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,SK,T플랜 세이브,33000,170000,170000,2024-10-18,A01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,KT,,,,,,A01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,LG,LTE 데이터 33,33000,174000,174000,2024-10-18,A01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,SK,T플랜 안심2.5G,43000,170000,170000,2024-10-18,B01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,KT,,,,,,B01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,LG,추가 요금 걱정 없는 데이터 44,44000,174000,174000,2024-10-18,B01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,SK,T플랜 안심4G,50000,170000,170000,2024-10-18,C01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,KT,,,,,,C01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,LG,추가 요금 걱정 없는 데이터 49,49000,174000,174000,2024-10-18,C01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,SK,T플랜 에센스,69000,170000,170000,2024-10-18,D01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,KT,,,,,,D01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,LG,추가 요금 걱정 없는 데이터 69,69000,174000,174000,2024-10-18,D01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,SK,T플랜 스페셜,79000,170000,170000,2024-10-18,E01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,KT,,,,,,E01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,LG,LTE 프리미어 에센셜,85000,174000,174000,2024-10-18,E01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,SK,T플랜 맥스,100000,170000,170000,2024-10-18,F01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,KT,,,,,,F01
기타,[LTE] 샤오미 레드미 노트 14C_8G,X-RN14C_8,LTE,LG,LTE 프리미어 플러스,105000,174000,174000,2024-10-18,F01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,SK,컴팩트,39000,158000,158000,2024-03-21,A01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,KT,5G 슬림 4GB,37000,225000,225000,2025-03-01,A01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,LG,5G 미니,37000,193000,193000,2025-03-14,A01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,SK,컴팩트플러스,45000,182000,182000,2024-03-21,B01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,KT,5G 슬림 7GB,45000,253000,253000,2025-03-01,B01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,LG,5G 슬림+,47000,245000,265000,2025-03-14,B01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,SK,베이직플러스,59000,232500,232500,2024-03-21,C01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,KT,5G 슬림 21GB,58000,291000,291000,2025-03-01,C01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,LG,5G 베이직+,59000,286000,356000,2025-03-14,C01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,SK,베이직플러스 50GB업,66000,247000,247000,2024-03-21,D01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,KT,5G 심플 70GB,65000,312000,312000,2025-03-01,D01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,LG,5G 데이터 플러스,66000,286000,356000,2025-03-14,D01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,SK,5GX 레귤러 플러스,79000,303000,303000,2024-03-21,E01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,KT,5G 심플 110GB,69000,326000,326000,2025-03-01,E01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,LG,5G 스탠다드,75000,286000,356000,2025-03-14,E01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,SK,5GX 프리미엄,109000,346000,346000,2024-03-21,F01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,KT,초이스 스페셜,110000,347000,347000,2025-03-01,F01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,LG,5G 프리미어 플러스,105000,286000,356000,2025-03-14,F01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,SK,5GX 플래티넘,125000,346000,346000,2024-03-21,G01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,KT,초이스 프리미엄,130000,347000,347000,2025-03-01,G01
기타,[5G] 샤오미 레드미 노트13 프로 5G,X-RN13P_OE,5G,LG,5G 시그니처,130000,286000,356000,2025-03-14,G01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,SK,컴팩트,39000,181000,181000,2024-03-21,A01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,KT,5G 슬림 4GB,37000,254000,254000,2025-03-01,A01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,LG,5G 미니,37000,193000,193000,2025-03-14,A01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,SK,컴팩트플러스,45000,209000,209000,2024-03-21,B01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,KT,5G 슬림 7GB,45000,285000,285000,2025-03-01,B01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,LG,5G 슬림+,47000,245000,265000,2025-03-14,B01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,SK,베이직플러스,59000,263000,263000,2024-03-21,C01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,KT,5G 슬림 21GB,58000,328000,328000,2025-03-01,C01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,LG,5G 베이직+,59000,286000,356000,2025-03-14,C01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,SK,베이직플러스 50GB업,66000,280000,280000,2024-03-21,D01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,KT,5G 심플 70GB,65000,352000,352000,2025-03-01,D01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,LG,5G 데이터 플러스,66000,286000,356000,2025-03-14,D01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,SK,5GX 레귤러 플러스,79000,341500,341500,2024-03-21,E01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,KT,5G 심플 110GB,69000,367000,367000,2025-03-01,E01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,LG,5G 스탠다드,75000,286000,356000,2025-03-14,E01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,SK,5GX 프리미엄,109000,390000,390000,2024-03-21,F01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,KT,초이스 스페셜,110000,391000,391000,2025-03-01,F01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,LG,5G 프리미어 플러스,105000,286000,356000,2025-03-14,F01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,SK,5GX 플래티넘,125000,390000,390000,2024-03-21,G01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,KT,초이스 프리미엄,130000,391000,391000,2025-03-01,G01
기타,[5G] 샤오미 레드미 노트13 프로 5G 512,X-RN13P_12_OE,5G,LG,5G 시그니처,130000,286000,356000,2025-03-14,G01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,SK,T플랜 세이브,33000,132500,132500,2024-03-21,A01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,KT,,,,,,A01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,LG,LTE 데이터 33,33000,172000,273000,2024-04-23,A01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,SK,T플랜 안심2.5G,43000,177000,177000,2024-03-21,B01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,KT,,,,,,B01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,LG,추가 요금 걱정 없는 데이터 44,44000,172000,273000,2024-04-23,B01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,SK,T플랜 안심4G,50000,212500,212500,2024-03-21,C01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,KT,,,,,,C01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,LG,추가 요금 걱정 없는 데이터 49,49000,172000,273000,2024-04-23,C01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,SK,T플랜 에센스,69000,259000,259000,2024-03-21,D01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,KT,,,,,,D01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,LG,추가 요금 걱정 없는 데이터 69,69000,172000,273000,2024-04-23,D01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,SK,T플랜 스페셜,79000,259000,259000,2024-03-21,E01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,KT,,,,,,E01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,LG,LTE 프리미어 에센셜,85000,172000,273000,2024-04-23,E01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,SK,T플랜 맥스,100000,259000,259000,2024-03-21,F01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,KT,,,,,,F01
기타,[LTE] 샤오미 레드미 노트13,X-RN13_OE,LTE,LG,LTE 프리미어 플러스,105000,172000,273000,2024-04-23,F01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,SK,T플랜 세이브,33000,170000,170000,2024-01-05,A01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,KT,,,,,,A01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,LG,,,,,,A01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,SK,T플랜 안심2.5G,43000,186000,186000,2024-01-05,B01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,KT,,,,,,B01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,LG,,,,,,B01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,SK,T플랜 안심4G,50000,201000,201000,2024-01-05,C01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,KT,,,,,,C01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,LG,,,,,,C01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,SK,T플랜 에센스,69000,220000,220000,2024-01-05,D01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,KT,,,,,,D01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,LG,,,,,,D01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,SK,T플랜 스페셜,79000,220000,220000,2024-01-05,E01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,KT,,,,,,E01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,LG,,,,,,E01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,SK,T플랜 맥스,100000,220000,220000,2024-01-05,F01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,KT,,,,,,F01
기타,[LTE] ZEM폰 포켓몬에디션2,AT-M130S,LTE,LG,,,,,,F01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,SK,,,,,,A01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,KT,LTE 베이직,33000,320000,320000,2024-10-15,A01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,LG,,,,,,A01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,SK,,,,,,B01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,KT,LTE 베이직 플러스,44000,320000,320000,2024-10-15,B01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,LG,,,,,,B01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,SK,,,,,,C01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,KT,데이터ON 톡 플러스,49000,320000,320000,2024-10-15,C01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,LG,,,,,,C01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,SK,,,,,,D01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,KT,데이터ON 비디오 플러스,69000,320000,320000,2024-10-15,D01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,LG,,,,,,D01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,SK,,,,,,E01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,KT,,,,,,E01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,LG,,,,,,E01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,SK,,,,,,F01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,KT,데이터ON 프리미엄,89000,320000,320000,2024-10-15,F01
기타,[LTE] 시나모롤 키즈폰,AT-M130K,LTE,LG,,,,,,F01
